MarketName,street,city,County,State,zip
North Stafford Farmers Market,125 Hospital Center Blvd.,Stafford,Stafford,Virginia,22554
Stafford Community Farmers' Market,31 Main Street,Stafford Springs,Tolland,Connecticut,6076
Stamford Farmers Market,"Latham Park, Lower Prospect and Forest Streets",Stamford,Fairfield,Connecticut,
Stamford Museum & Nature Center Farmers Market,39 Scofieldtown Road,Stamford,Fairfield,Connecticut,
STAMFORD - BARTLETT ARBORETUM & GARDENS FARMERS MARKET,"Bartlett Arboretum & Gardens, 151 Brookdale Road",Stamford,Fairfield,Connecticut,6901
Stamford - High RidgeFarmers' Market,1000 High Ridge Road,Stamford,Fairfield,Connecticut,6901
Arenac Conservation District Farmers Market,107 N Main Street,Standish,Arenac,Michigan,48658
Stanford CFM,Tressider Union,Standord,Santa Clara,California,94305
Stanford Farmers Market,,Stanford,Judith Basin,Montana,
Lincoln County Farmers Market,US Hwy 150 ,Stanford,Lincoln,Kentucky,40484
Country Market,,Stanley,Mountrail,North Dakota,
North Prarie Farmers Markets-Stanley,,Stanley,Mountrail,North Dakota,
Benson Mill Harvest Days,325 State Road #138,Stansbury Park,Tooele,Utah,84074
Norfolk Farmers Market,,Stanton ,Madison,Nebraska,
Port Susan Farmers Market,8825 Viking Way,Stanwood,Snohomish,Washington,98292
Bradford Farmers Market,1801 N. Temple Avenue,Starke,Bradford,Florida,32901
Henry's Farmers Market,2080 Highway 12 West,Starkville,Oktibbeha,Mississippi,39759
Starkville Community Market,,Starkville,Oktibbeha,Mississippi,39759
State Center Farmers Market,100 block of West Main Street,State Center,Marshall,Iowa,50247
North Atherton Farmers Market,2615 Greentech Drive,State College,Centre,Pennsylvania,16803
STATE COLLEGE FM,Locust Lane,State College,Centre County,Pennsylvania,
Kahle Park Farmers Market ,Kahle Park,Stateline,Douglas,Nevada,89449
St. George Greenmarket,St Marks & Hyatt St,Staten Island,Richmond,New York,10301
Staten Island Mall Greenmarket,Richmond Ave Entrance (Parking Lot),Staten Island,Richmond,New York,10314
Main Street Statesboro Farmers Market,2 East Main Street,Statesboro ,Bulloch,Georgia,30458
Stateville Rotary Farmers Market,East Sharpe Street,Statesville,Iredell,North Carolina,28677
"Statesville Market and Exchange, Inc. ",646 Baily Farm Road,Statesville,Iredell,North Carolina,28625
the Evening Farmers Market,"Pecan Park, Center and Water Streets",Statesville,Iredell,North Carolina,28677
the Evening Farmers Market,115 Arp Lane,Statesville ,Iredell,North Carolina,28677
Statham Farmers Market ,Railroad Street,Statham,Barrow,Georgia,30666
Staunton/Augusta Farmers' Market,Johnson St. and Byers St.,Staunton,Augusta,Virginia,24401
Stayton Market,400 West Virginia Street,Stayton,Marion,Oregon,97383
Crown Valley Champagne,23589 State Route WW,Ste. Genevieve,Ste. Genevieve,Missouri,63670
Ste Genevieve County Farmers Market,Corner of Third & Jefferson Sts,Ste. Genevieve,Ste. Genevieve,Missouri,
Main Street Farmers' Market,Lincoln Ave. on 6th St.,Steamboat Springs,Routt,Colorado,
Routt County Farmers Market,Art in the Park,Steamboat Springs,Routt,Colorado,
Steeleville Farmers Market,107 West Broadway,Steeleville,Randolph,Illinois,62288
Steilacoom Farmers' Market,Lafayette and Wilkes Street,Steilacoom,Pierce,Washington,98388
Stephenson Farmers' Market, MSU Extension Bldg. parking lot,Stephenson,Menominee,Michigan,49887
Sterling Farmers Market,Park st. at Town Hall,Sterling,Worcester,Massachusetts,1564
LVHMC Cascades Farmers' Market,21060 Whitfield Drive,Sterling,Loudoun,Virginia,20165
Twin City Farmers Market,106 Avenue A,Sterling IL,Whiteside,Illinois,61081
Bath Saturday Farmers Market,"Pultney Park, Steuben St",Steuben,Steuben,New York,
Downtown Steubenville Farmers' Market,300 South 4th Street,Steubenville,Jefferson,Ohio,
Farmers' gateway Market,"Eastern Gateway Community College, 4000 Sunset Boulevard",Steubenville,Jefferson,Ohio,43952
The Market on Strongs,1332 Strongs Avenue,Stevens Point,Portage,Wisconsin,54481
Stevens Point Farmers Market," At intersection of Main St, and 2nd Street",Stevens Point,Portage,Wisconsin,54481
Kent Island Farmer's Market,830 Romancoke Rd,Stevensville,Queen Anne's,Maryland,21666
Haskell County Farmers Market,104 Northeast 6th St.,Stigler,Haskell,Oklahoma,74462
Stillwater Farmers Market,"3rd & Pine Street, Riverview Parking Lot",Stillwater,Washington,Minnesota,55082
Stillwater Farmers Market - Spring/Summer,Strickland Park,Stillwater,Payne,Oklahoma,74074
Stillwater Farmers' Market - Winter,Northern Oklahoma College,Stillwater,Payne,Oklahoma,74075
Stillwater Farmers Market - Fall,611 N Perkins Rd,Stillwater,Payne,Oklahoma,74075
Open Air Market of Stockbridge,125 South Clinton Street,Stockbridge,Ingham,Michigan,49285
Stonecreek Village Farmers' Market,5757 Pacific Ave.,Stockton,San Joaquin,California,95207
Vintage Certified Farmers Market,Holmen Rd & Hammer ln.,Stockton,San Joaquin,California,
Park West Place Farmers' Market,,Stockton,San Joaquin,California,95219
Stockton Kaiser CFM,Kaiser Parking Lot,Stockton,San Joaquin,California,95205
Stockton Farmers Market II,Highway 78 Next to Casey's,Stockton,Jo Daviess,Illinois,61085
Stockton Downtown Certified Farmers Market,200 Main Street,Stockton,San Joaquin,California,95201
Brookside Farmers' Market,3603 St. Andrews Dr.,Stockton,San Joaquin,California,95219
Weberstown Mall Certified Farmers Market,4994 Claremont Ave.,Stockton,San Joaquin,California,95207
Crosstown Freeway Farmers' Market,203 E. Washington Street,Stockton,San Joaquin,California,95202
Stockton Farmers Market II,Highway 20 and Rush Street,Stockton,Jo Daviess,Illinois,61085
Stone Harbor Farmers Market,95th & 2nd Ave.,Stone Harbor,Cape May,New Jersey,8247
Stone Mountain Farmers Market,922 Main Street,Stone Mountain,DeKalb,Georgia,30083
Stoneham Farmers Market,Main St.,Stoneham,Middlesex,Massachusetts,2180
Stonington Farmers Market,"11 Northwest Street, Town Dock",Stonington,New London,Connecticut,6378
Stonington Farmers Market,22 Bayview Avenue,Stonington borough,New London,Connecticut,6378
Stony Point Farmers Market ,74 East Main Street,Stony Point,Rockland,New York,10980
Storm Lake Farmers Market,SE side 600 block of Erie Street,Storm Lake,Buena Vista,Iowa,51588
Storrs Farmers Market,4 S. Eagleville Road,Storrs,Tolland,Connecticut,6268
Stoughton Farmers Market,1050 W. Main Street,Stoughton,Dane,Wisconsin,53589
Stoughton Farmers Market,790 Washington Street,Stoughton,Norfolk,Massachusetts,2072
Mandt Marketplace,811 Fourth Streert,Stoughton,Dane,Wisconsin,53589
Stow Community Farmers Market,1567 Pilgrim Drive,Stow,Summit,Ohio,44224
Stowe Farmers' Market,Rte. 108,"Stowe, VT",Lamoille,Vermont,5672
Strasburg Farmers Market,145 Precision Ave.,Strasburg,Lancaster,Pennsylvania,17579
Stratford Farmers Market,Deluca Field at Main Street,Stratford,Fairfield,Connecticut,6497
Stratford Farmers Market,402 S Weber Ave,Stratford,Marathon,Wisconsin,54484
Strawberry Point Farmers Market,Inger Park,Strawberry Point,Clayton,Iowa,52076
North Bloomington Street Farmers Market,1215 North Bloomington(Route 23),Streator,La Salle,Illinois,61364
Streator Downtown Farmers Market,200 North Park St,Streator ,La Salle,Illinois,61364
Stromsburg Farmers Market,Downtown Square,Stromsburg,Polk,Nebraska,68666
Strongsville Farmers Market,18100 Royalton Road,Strongsville,Cuyahoga,Ohio,44136
Monroe County Farmers Market,Main street,Stroudsburg,Monroe,Pennsylvania,18360
Stroudsburg Farmers Market ,6332 Cherry Valled Rd,Stroudsburg,Monroe,Pennsylvania,18360
Monroe Farmers Market,Courthouse Square,Stroudsburg,Monroe,Pennsylvania,18360
Stuart Green Market,121 SW Flagler Avenue,Stuart,Martin,Florida,
Stuart Farmers Market,320 Chestnut Street,Stuart,Patrick,Virginia,24171
Patrick County Farmers Market,Courthouse Parking Lot,Stuart,Patrick,Virginia,24171
Stuart Farmers Market,"Lawbaugh Park, 3rd & S. Division Sts.",Stuart,Guthrie,Iowa,50250
Stuarts Draft Farm Market ,2964 Stuarts Draft Highway,Stuarts Draft,Augusta,Virginia,24477
Studio City Farmers Market,Ventura Place And Radford Avenue,Studio City,Los Angeles,California,
Sturgeon Bay Farm and Craft Market,421 Michigan Street,Sturgeon Bay,Door,Wisconsin,54235
Sturgis Farmer's Market,1400 Lazelle Street,Sturgis,Meade,South Dakota,57785
Country Fresh Meats and Farmer's Market,9355 US Hwy 60 W.,Sturgis,Union,Kentucky,42459
Farmers Market of Sturtevant,8505 durand ave.,Sturtevant,Racine,Wisconsin,53177
Arkansas County/North Farmers Market,Main and Sixth,Stuttgart,Arkansas,Arkansas,72160
SUFFERN FARMERS' MARKET,,Suffern,Rockland,New York,10901
Suffield Farmers Market,"Town Green, North Main and High Streets",Suffield,Hartford,Connecticut,6078
Suffolk Farmers' Market,524 N. Main Street,Suffolk,Suffolk,Virginia,23434
Pendleton County Farmers Market,Intersection of Route's 220 & 33,Sugar Grove,Pendleton,West Virginia,26807
Sugar Grove Farmers Market ,10 Municipal Drive,Sugar Grove,Kane,Illinois,60554
Farmers Market at Imperial,198 Kempner Street,Sugar Land,Fort Bend,Texas,77498
Suitland Farmers' Market,4508 Suitland Road,Suitland,Prince George's,Maryland,20746
Sullivan Farmers' Market,305 Fisher Drive,Sullivan,Franklin,Missouri,63080
Sulphur Farmers Market,1015 South Ruth St.,Sulphur,Calcasieu,Louisiana,70664
Celebration Market in Sulphur Springs,Celebration Plaza ,Sulphur Springs,Hopkins,Texas,75482
"Summersville Tailgate Market, Inc","Broad Street, across from Dairy Queen",Summersville,Nicholas,West Virginia,26651
Summerville Farmers' Market,218 South Main Street,Summerville,Dorchester,South Carolina,29483
Summit Farmers Market,Maple Street & DeForest Avenue,Summit,Union,New Jersey,7901
Summit Farmers Market,Route 10 Summit Fire Dept.,Summit,Schoharie,New York,12175
South Sumter Farmers Market,327 Manning Avenue,Sumter,Sumter,South Carolina,29151
Sumter County Farmers Market,700 West Liberty Street,Sumter,Sumter,South Carolina,29153
Sumter Farmers Market,200 Miller road,Sumter,Sumter,South Carolina,29153
Sun City Farmers Market,16820 N. 99th Avenue,Sun City,Maricopa,Arizona,85351
CORTE BELLA FARMERS' MARKET,22135N Mission Drive,Sun City West,Maricopa,Arizona,
IRONOAKS @ SUN LAKES MARKET,24218 S Oakwood Blvd,Sun Lakes,Maricopa,Arizona,85248
Sun Prairie Indoor Winter Farmers Market,301 Blankenheim Lane,Sun Prairie,Dane,Wisconsin,53590
Sun Prairie Outdoor Summer Farmers Market,300 East Main Street,Sun Prairie,Dane,Wisconsin,53590
Prairie Lakes Farmers Market,"2824 Prairie Lakes Dr, Ste. 201, Ste. 201",Sun Prairie,Dane,Wisconsin,53590
Sunbury Curb Farmers Market,225 Market Street,Sunbury,Northumberland,Pennsylvania,17801
Sunbury Market House Farmers Market,434 Market Street,Sunbury,Northumberland,Pennsylvania,17801
Sunny Isles Beach Farmers Market,17200 Collins Ave,Sunny Isles Beach,Miami-Dade,Florida,33160
Lower Yakima Valley Sunnyside Farmers Market,Edison Ave & Sixth Street,Sunnyside ,Yakima,Washington,98944
Sunnyvale Farmers' Market,Murphy Avenue Between Washington & Evelyn Streets,Sunnyvale,Santa Clara,California,94088
Full Circle Farm Stand,1055 Dunford Way,Sunnyvale,Santa Clara,California,94087
Sunrise Farmers Market,14539 N State Highway 5,Sunrise Beach,Camden,Missouri,65079
Superior Downtown Farmers' Market,1530 Tower Ave.,Superior,Douglas,Wisconsin,54880
Superior Downtown Farmers' Market,1215 Banks Ave.,Superior ,Douglas,Wisconsin,54880
Barker's Island Farmers Market,Hwy 2/53 & Marina Dr.,Superior ,Douglas,Wisconsin,54880
Surfside Beach Farmers Market,Intersection of Surfside Drive and Willow Drive,Surfside Beach,Horry,South Carolina,29575
Surry Farmers Market,Courthouse Square,Surry,Surry,Virginia,23883
Lassen County Farmers' Market,44 South Gay St. (Pancera Plaza) Uptown Susanville,Susanville,Lassen,California,96130
Sutherland Farmers Market,"HWY 30,",Sutherland,Lincoln,Nebraska,69165
Clover Leaf Marketplace,100 Clover Leaf Loop,Sutherlin,Douglas,Oregon,97479
Sutherlin Farmers Market,215 W. Central Avenue,Sutherlin,Douglas,Oregon,97479
Amador Farmers' Market-- Sutter Creek,Eureka St. & Highway 49,Sutter Creek,Amador,California,95685
Sutton Tailgate Market,,Sutton,Braxton,West Virginia,25063
Sutton Community Senior Center,200 South Saunders Avenue,Sutton,Clay,Nebraska,68979
Suttons Bay Farmers Market,Intersection of M22 & M204,Suttons Bay,Leelanau,Michigan,49682
Suwanee Farmers Market,370 Highway 23,Suwanee,Gwinnett,Georgia,30024
Swampscott Farmers Market,200 Essex Street,Swampscott,Essex,Massachusetts,1907
SWANSEA FARMERS MARKET,1210 Wilbur Ave,Swansea,Bristol,Massachusetts,2777
Swansea Farmer's Market Inc ,2801 N Illinois St,Swansea,St. Clair,Illinois,62226
Swanton Farmer's Market,Airport Highway and Hallett,Swanton,Fulton,Ohio,43558
Swanville Farmers' Market,Rt. 141/Swan Lake Ave.,Swanville,Waldo,Maine,4915
Swarthmore Farmers Market,121 Park Avenue,Swarthmore,Delaware,Pennsylvania,19081
Swea City Farmers Market,Reynolds Park,Swea City,Kossuth,Iowa,50590
Sweet Home Farmers Market,corner of 12th/Kalmia St.,Sweet Home ,Linn,Oregon,97386
Discover Sycamore's Farmers Market,300 W Elm St.,Sycamore,Dekalb,Illinois,60178
Fifth Street Farmers' Market,West Fifth Street,Sycamore,Wyandot,Ohio,44882
Dora Farmers' Market,Hwy 181,Sycamore,Ozark,Missouri,65760
Copper Ridge & Fairhaven Farmers' Market,710 Obrecht Road,Sykesville,Carroll,Maryland,21784
Sylacauga Farmers Market,"423 North Norton Ave, Blue Bell Park",Sylacauga,Talladega,Alabama,35150
Jackson County Winter Farmers Market,23 Central Street,Sylva,Jackson,North Carolina,28779
Jackson County Farmers Market - Outdoor Market,110 Railroad Avenue,Sylva ,Jackson,North Carolina,28779
Sylvan Beach Farmers Market,foot of bridge,Sylvan Beach,Oneida,New York,13157
"Downtown Sylvester Farmers Market, INC.",101 S. Main Street,Sylvester ,Worth,Georgia,31791
Syracuse Eastside Neighborhood Farmers Market,"Westcott Community Center, 826 Euclid Avenue",Syracuse,Onondaga,New York,13210
St. Joseph's Hospital Health Center's Mobile Market,206 Prospect Ave.,Syracuse,Onondaga,New York,
Syracuse Artisans and Farmers Market,303 W. Henry St.,Syracuse,Kosciusko,Indiana,46567
Downtown Syracuse Farmers Market,Clinton Square,Syracuse,Onondaga,New York,13202
Syracuse Farmers Market,1891 West 1700 South,Syracuse,Davis,Utah,84660
Upstate Farmer's Market,Upstate Golisano Children's Hospital/Upstate University Hospital at Community General,Syracuse,Onondaga,New York,13210
Hamilton County Farmers Market,520 N Hamilton St,Syracuse,Hamilton,Kansas,67878
Central NY Regional Market,"2100 Park St,",Syracuse,Onondaga,New York,13208
Green Hills Farmers/Crafters Market,5933 S. Salina St.,Syracuse,Onondaga,New York,13205
Syracuse Nebraska Farmers Market,11th St and Hwy 50,Syracuse ,Otoe,Nebraska,68446
NILES FARMERS MARKET,"TOWN HALL, 5923 NEW HOPE ROAD",T/NILES,Cayuga,New York,13118
TICONDEROGA AREA FARMERS MARKET,"Route 9N, Southwest of the Liberty Monument",TICONDEROGA,Essex,New York,12883
CUIVRE RIVER FARMERS MARKET,170 Market Place Drive,TROY,Lincoln,Missouri,63379
Artisan Gift and Farmers Market,"Bear Canyon Shopping Center, (East Tanque Verde Rd. & Catalina Hwy.)",TUCSON,Pima County,Arizona,
Proctor Farmers' Market,North 27th between Proctor and Madison,Tacoma,Pierce,Washington,98417
Tacoma Farmers Markets -  Broadway,South 56th Street & Washington Street,Tacoma,Pierce,Washington,98409
Tacoma Farmers Markets - 6th Avenue,6th & Pine Street,Tacoma,Pierce,Washington,98406
Broadway Farmers Market,902 Broadway,Tacoma,Pierce,Washington,98402
Tacoma Farmers Markets,The STAR Center at S. 66th and Adams,Tacoma,Pierce,Washington,
Tacoma Farmers Markets - South Tacoma,Broadway between 9th & 11th Streets,Tacoma,Pierce,Washington,98402
Norpoint Farmers Market,4848 Nassau NE,Tacoma,Pierce,Washington,98422
South Tacoma Farmers Market,3873 S 66th St,Tacoma ,Pierce,Washington,98409
Tahlequah Farmers' Market,Norris Park @ Muskogee Ave and Morgan Street.,Tahlequah,Cherokee,Oklahoma,74464
Tahoe City Farmers Market Thursday CFM,400 N Lake Blvd,Tahoe City,Nevada,California,96145
Takoma Park Farmers Market,Laurel Avenue,Takoma Park,Montgomery,Maryland,20912
Crossroads Farmers Market,Anne St. at University Blvd. E,Takoma Park,Montgomery,Maryland,20912
Talent Evening Market,110 E Main St,Talent,Jackson,Oregon,97540
Talihina Farmers' Market,400 2nd Street,Talihina,Le Flore,Oklahoma,74571
MountainTraders,13440 E Main Street,Talkeetna,Matanuska-Susitna,Alaska,99676
Talkeetna Farmers Market,13440 E Main Street,Talkeetna,Matanuska-Susitna,Alaska,99676
Talladega Square FM,on the square,Talladega,Talladega County,Alabama,
Tallahassee Farmers Market,1415 Timberlane Road (1/4 mile North of I-10),Tallahassee,Leon,Florida,
New Lafayette Street Organic Growers' Market,1105 Lafayette st,Tallahassee,Leon,Florida,
Red Hills Online Market,1940 N Monroe St,Tallahassee,Leon,Florida,32303
Lake Ella Growers' Market,229 Lake Ella Drive,Tallahassee,Leon,Florida,32303
Green Grocers Market,2600 Blair Stone Road ,Tallahassee,Leon,Florida,32399
Downtown Farmers and Produce Market,Monroe Street & Park Avenue,Tallahassee,Leon,Florida,32302
Downtown MarketPlace,US 27 south of I-10 (Monroe St) at Park Avenue,Tallahassee,Leon,Florida,32302
Killearn Farmers Market,4819 Kerry Forest Pkwy,Tallahassee ,Leon,Florida,32309
A Growers' Market,229 Lake Ella Drive,Tallahassee ,Leon,Florida,32303
Frenchtown Farmers Market @ Heritage Hub ,524 North Martin Luther King Jr Blvd,Tallahassee ,Leon,Florida,32301
Sunshine Growers' Market,Esplanade Way,"Tallahassee, FL",Leon,Florida,32311
Tallassee Farmers' Market,321 Barnett Blvd,Tallassee,Tallapoosa,Alabama,36078
Tallmadge Farmers Market ,46 N Munroe Road,Tallmadge ,Summit,Ohio,44278
Tallulah Farmers Market,404 North Cedar St. (Hwy. 65 North),Tallulah,Madison Parish,Louisiana,
Hometown Farmers Market,Rural Delivery 1,Tamaqua,Schuylkill,Pennsylvania,18252
Community Farmers Market of Tamarac,University at Southgate,Tamarac,Broward,Florida,33321
Sweetwater Sunday Market,6942 West Comanche Avenue,Tampa,Hillsborough,Florida,33634
Seminole Heights Sunday Morning Market,742 South Village Circle,Tampa,Hillsborough,Florida,33604
