MarketName,city,County,State,zip
Carroll County Farmer's Market,Westminster,Carroll,Maryland,21157
The Orchard Farmers Market,Westminster ,Adams,Colorado,80023
Westmont Open Market,Westmont,DuPage,Illinois,60559
Westmore Farmers' Market,Westmore,Orleans,Vermont,5860
Willoughby Lake Farmers & Artisans Market,Westmore,Orleans,Vermont,5860
Westmoreland Winter Farmers Market,Westmoreland,Oneida,New York,13490
"The Lewis Co. Farmers Market, Inc.",Weston,Lewis,West Virginia,26452
Weston Red Barn Farm,Weston,Platte,Missouri,64098
Village of Weston Farmers Market,Weston,Marathon,Wisconsin,54476
Lachat Farmers Market,Weston,Fairfield,Connecticut,6883
Winter Farmers Market at Norfield Grange,Weston,Fairfield,Connecticut,6883
"Westphalia Trading Co., LLC",Westphalia,Osage,Missouri,65085
WILLIMANTIC FARMERS MARKET,Westport,Tolland,Connecticut,
WESTPORT - SAUGATUCK FARMERS MARKET,Westport,Fairfield,Connecticut,
WESTPORT FARMERS MARKET,Westport,Fairfield,Connecticut,
Westwego Farmers & Fisheries Market,Westwego,Jefferson,Louisiana,70094
Westwood Farmers Market,Westwood,Norfolk,Massachusetts,2090
Wethersfield Farmers' Market,Wethersfield ,Hartford,Connecticut,6109
WETUMPKA,Wetumpka,Elmore,Alabama,36092
Weymouth Farmer's Market,Weymouth,Norfolk,Massachusetts,2189
Union Point Farmers' Market ,Weymouth ,Plymouth,Massachusetts,2190
Stone County Farmers Market,Wggins,Stone County,Mississippi,
Wharton County Farmers Market,Wharton,Wharton,Texas,77488
Four Seasons Farmers and Artisans Market,Wheat ridge,Jefferson,Colorado,80033
Crossroads Artisan And Farmers Community Market,Wheat ridge ,Jefferson,Colorado,80033
Wheatland Farmers' Market,Wheatland,Platte,Wyoming,82201
Platte County Farmers Market,Wheatland,Platte,Wyoming,
Wheaton French Market,Wheaton,DuPage,Illinois,60187
Wheeling Farmers Market I,Wheeling,Ohio,West Virginia,26003
Wheeling Farmers Market II,"Wheeling, ",Ohio,West Virginia,26003
City of White Bear Lake Farmer's Market,White bear lake,Ramsey,Minnesota,55110
White House Farmers Merket,White house,Sumner,Tennessee,37188
Rascal Fair/White Oaks Community Market ,White oaks,Lincoln,New Mexico,88301
East Tennessee Regional Food Distribution,White pine,Jefferson,Tennessee,37890
Westchester County Indoor Farmers Market,White plains,Westchester,New York,10601
White Plains Farmer's Market,White plains,Westchester,New York,10601
MELLETTE COUNTY,White river,Mellette,South Dakota,57579
White Salmon Farmers' Market,White salmon ,Klickitat,Washington,98672
Whitefield Farmers' Market,Whitefield,Coos,New Hampshire,
Whitefish Downtown Farmers Market,Whitefish,Flathead,Montana,59937
"Whitehall Farmer's Market, Produce & Crafts",Whitehall,Jefferson,Montana,59759
Farmers Garden Market ,Whitehall ,Trempealeau,Wisconsin,54773
Whitehouse Farmers' Market,Whitehouse,Lucas,Ohio,43571
White's Creek Organic Farmers Market,Whites creek,Davidson,Tennessee,37189
Whitesboro Farmers Market,Whitesboro,Oneida,New York,13492
Whitesburg/Letcher County Farmers Market,Whitesburg ,Letcher,Kentucky,41858
Whitestown Farmers Market,Whitestown,Boone,Indiana,46075
"Columbus County Community Farmers Market, Inc.",Whiteville,Columbus,North Carolina,28472
Whitewater City Market,Whitewater,Walworth,Wisconsin,53190
Whitewater Farmers Market,Whitewater,Walworth,Wisconsin,53190
Whitmore Lake Farm & Artisan Market,Whitmore lake,Washtenaw,Michigan,48189
Whitney Point Farmers Market,Whitney point,Broome,New York,
Whittemore Farmers Market,Whittemore,Kossuth,Iowa,50598
Uptown Whittier CFM,Whittier,Los Angeles,California,
Whittier Tuesday Evening Summer CFM,Whittier ,Los Angeles,California,90601
Kansas Grown Farmers Market 21st & Rock,Wichita,Sedgwick,Kansas,67206
Lincoln Heights Village Farmers Market,Wichita,Sedgwick,Kansas,67218
Kansas Grown Farmers Market 21st & Ridge,Wichita,Sedgwick,Kansas,67205
Firefly Farmers' Market,Wichita,Sedgwick,Kansas,67230
Old Town Farmers Market Wichita,Wichita ,Sedgwick,Kansas,67202
Downtown Wichita Falls Farmers Market,Wichita falls,Wichita,Texas,76301
Red River Farmers Market,Wichita falls,Wichita,Texas,76302
SEIGLER FARMS,Wichita falls,Wichita,Texas,76301
Farmers Market - Wilbraham/The Rice Market,Wilbraham,Hampden,Massachusetts,
wilbraham winter farmers market,Wilbraham ,Hampden,Massachusetts,1095
Wilburton Farmers Market,Wilburton,Latimer,Oklahoma,74578
Wildwood Growers' Market,Wildwood,Sumter,Florida,34785
Wildwood Farmers' Market,Wildwood,St. Louis,Missouri,63040
Brownwood Farmers Market,Wildwood,Sumter,Florida,32163
Wilkes-Barre Farmers Market,Wilkes-barre,Luzerne,Pennsylvania,18711
Wilkinsburg Thursday Open Market,Wilkinsburg,Allegheny,Pennsylvania,15221
Williamsburg Farmers Market,Williamsburg,Iowa,Iowa,52361
Hunting Grower's Market,Williamsburg,Blair,Pennsylvania,
Williamsburg Farmers Market,Williamsburg,Williamsburg,Virginia,23185
Williamsburg Farmers Market,Williamsburg,Williamsburg,Virginia,23185
Williamson Farmers Market,Williamson,Mingo,West Virginia,25661
Williamsport Growers Farmers Market II,Williamsport,Lycoming,Pennsylvania,17701
Williamsport Growers Farmers Market I,Williamsport,Lycoming,Pennsylvania,17701
Williamston Farmers' Market,Williamston,Ingham,Michigan,48895
Martin County Main Street Market,Williamston,Martin,North Carolina,27892
Grant County Farmers' Market,Williamstown,Grant,Kentucky,41097
Berkshire Grown Winter Farmers' Market- Williamstown,Williamstown,Berkshire,Massachusetts,1267
Grant County Farmers' Market,Williamstown,Grant,Kentucky,41097
Williamstown Farmers Market,Williamstown,Berkshire,Massachusetts,1267
Farmers' Market at the Williamsville Mill,Williamsville,Erie,New York,14221
Lourdes Health System,Willingboro,Burlington,New Jersey,8046
Western Co-op Credit Union,Williston,Williams,North Dakota,58802
Willits CFM,Willits,Mendocino,California,95490
Willmar Farmers Market,Willmar,Kandiyohi County,Minnesota,
Willmar Becker Avenue Farmers Market,Willmar,Kandiyohi,Minnesota,56201
Willoughby Lakefront Outdoor Farmer's Market,Willoughby,Lake,Ohio,44094
Willoughby Outdoor Market,Willoughby,Lake,Ohio,44094
Willow Farmers Market,Willow,Matanuska-Susitna,Alaska,99688
Willow Creek CFM,Willow creek,Humboldt,California,
Willow Springs Farmers' Market,Willow springs,Howell,Missouri,65793
Glenn County Certified Farmers' Market - Willows,Willows,Glenn,California,95988
Willsboro Farmers' Market,Willsboro,Essex,New York,
Williston Farmers Market,Willston,Chittenden,Vermont,5495
Wilmette French Market,Wilmette,DuPage,Illinois,60091
Rockwood Park Farmers Market,Wilmington,New Castle,Delaware,19809
Wilmington Farmers Market,Wilmington,Middlesex,Massachusetts,1887
Delaware Avenue Farmers' Market,Wilmington,New Castle,Delaware,19806
Urban Acres Produce,Wilmington,New Castle,Delaware,19802
L.I.N.A. Farmers Market,Wilmington,New Castle,Delaware,19805
Carousel Park Farmers Market,Wilmington,New Castle,Delaware,19808
Farmers' Market at Poplar Grove,Wilmington,Pender,North Carolina,28411
Cool Spring Farmers Market,Wilmington,New Castle,Delaware,19805
Wilmington Farmers Market,Wilmington,New Castle,Delaware,19899
Riverfront Farmers Market,Wilmington,New Hanover,North Carolina,28401
12th & Brandywine Urban Farm Market,Wilmington,New Castle,Delaware,19801
Village Fresh Farmers Market,Wilmington,New Castle,Delaware,19802
Grace On Concord Farmers Market and Artisan Fair,Wilmington,New Castle,Delaware,19803
Ogden Park Farmers Market,Wilmington ,New Hanover,North Carolina,28411
Clinton County Farmers Market,Wilmington ,Clinton,Ohio,45177
Wilmington CFM,Wilminton,Los Angeles,California,90744
Wilmot Farmers Market,Wilmot,Merrimack,New Hampshire,3287
WestoshaMarket ,Wilmot ,Kenosha,Wisconsin,53192
Wilson Farmers Market,Wilson,Carter,Oklahoma,73463
Wilson Farmers Market,Wilson,Hartford,Connecticut,6095
Deans Farm Market ,Wilson,Wilson,North Carolina,27893
Hannahville Farmer's Market,Wilson,Menominee,Michigan,49896
Wilson Farmers Market,Wilson ,Wilson,North Carolina,27893
Wilson Farmers Market,Wilson ,Wilson,North Carolina,27893
Villebois Sunday Market,Wilsonville,Clackamas,Oregon,97070
Thursday Market at the Ville,Wilsonville,Clackamas,Oregon,97070
Wilton Farmers Market,Wilton,Fairfield,Connecticut,
Wimberley Farmers Market,Wimberley,Hays,Texas,78676
Winchester Freight Station Farmers Market,Winchester,Frederick,Virginia,22601
Winchester Clark County Farmers' Market,Winchester ,Clark,Kentucky,40391
Winchester Farmers' Market,Winchester ,Randolph,Indiana,47394
Winchester Farmers Market,Winchester ,Middlesex,Massachusetts,1890
Windermere Farmer's Market,Windermere,Orange,Florida,34786
Lakes Region Farmers Market,Windham,Cumberland,Maine,4062
Windsor Farmers' Market,Windsor,Weld,Colorado,80550
Windsor Farmers Market,Windsor,Isle of Wight,Virginia,23487
Windsor Farmers Market,Windsor,Windsor,Vermont,5089
City of Windsor Farmers' Market,Windsor,Henry,Missouri,65360
WINDSOR FARMERS MARKET,Windsor,Hartford,Connecticut,
Windsor Certified Farmers Market,Windsor ,Sonoma,California,95492
Walnut Valley Farmers' Market,Winfield,Cowley,Kansas,67156
Winfield Farmers' Market (Illinois),Winfield,DuPage,Illinois,60190
Winfield Farmers Market,Winfield/crown point,Lake,Indiana,46307
Wing Farmers Market,Wing,Burleigh,North Dakota,58494
Winlock Saturday Market - Featuring Local Farmers & Artisans from our community.,Winlock ,Lewis,Washington,98596
Omro Friday Night Market,Winnebago,Winnebago County,Wisconsin,
Winnemucca Farmers Market,Winnemucca,Humboldt,Nevada,89445
Winn Farmers Market,Winnfield,Winn,Louisiana,71483
Winnsboro Farmers' Market,Winnsboro,Wood,Texas,75494
Winona Farmers Market,Winona,Winona,Minnesota,55987
Winooski Farmers Market,Winooski,Chittenden,Vermont,5404
Winsted Farmer's Market,Winsted ,McLeod,Minnesota,55395
Downtown City Market,Winston salem,Forsyth,North Carolina,27109
Winston Salem Retail Farmers Market,Winston-salem,Forsyth,North Carolina,27109
Flat Rock Produce,Winston-salem ,Forsyth,North Carolina,27127
Cobblestone Farmer's Market,Winston-salem ,Forsyth,North Carolina,
Seed2Seed Farmers Market,Winston-salem ,Forsyth,North Carolina,27101
Winter Garden Farmers' Market,Winter garden ,Orange,Florida,
My Farmers Mart,Winter haven,Polk,Florida,33880
Winter Haven Farmer's Market,Winter haven,Polk,Florida,33881
Winter Park Farmers Market,Winter park ,Grand,Colorado,80482
Madison County Farmers Market,Winterset,Madison,Iowa,50273
Winthrop Farmers' Market,Winthrop,Suffolk,Massachusetts,2152
Winthrop Farmers' Market,Winthrop ,St. Lawrence,New York,
Wisconsin Dells Farmers Market,Wisconsin dells ,Columbia,Wisconsin,53965
Wood County Farmers' Market,Wisconsin rapids,Wood,Wisconsin,54495
Peach St. Farmers Market,Wisconsin rapids,Wood,Wisconsin,54494
Wisconsin Rapids Downtown Farmers Market,Wisconsin rapids,Wood,Wisconsin,54495
Wise Farmers' Market,Wise ,Wise,Virginia,24293
Wisner Farmers Market,Wisner,Cuming,Nebraska,68791
Wixom Farmers Market,Wixom,Oakland,Michigan,48393
Woburn Farmers Market,Woburn,Middlesex,Massachusetts,1801
Woburn Indoor Farmers Market ,Woburn,Middlesex,Massachusetts,1801
Farmer's Market @ Woburn's Spence Farm,Woburn,Middlesex,Massachusetts,1801
Lakeshore Farmers Market,Wofford heights,Kern,California,93285
Wolcott Area Farmers Market,Wolcott,Wayne,New York,NY
Wolf Point Farmers Market,Wolf point,Roosevelt,Montana,59201
Wolfeboro Area Farmers' Market,Wolfeboro,Carroll,New Hampshire,3894
Wolfforth Farmers Market,Wolfforth,Lubbock,Texas,79382
Wolfforth Farm Fresh Market,Wolfforth ,Lubbock,Texas,79382
Wood Dale Farmer's Market ,Wood dale,DuPage,Illinois,
Woodbine Farmers Market,Woodbine,Cape May,New Jersey,
Woodbridge Farmers Market,Woodbridge,Middlesex County,New Jersey,
Wellspring Saturday Marketplace,Woodburn,Marion,Oregon,97071
Woodburn Farmers Market,Woodburn,Marion,Oregon,97071
WOODBURY FARMERS MARKET,Woodbury,Litchfield,Connecticut,
Main Street Woodbury Farmers Market,Woodbury,Gloucester,New Jersey,8096
Woodbury Farmers Market,Woodbury,Ramsey,Minnesota,55125
21 Acres Farm Market,Woodinville,King,Washington,98072
Woodinville Farmers Market,Woodinville,King,Washington,98072
Woodlake FM,Woodlake,Tulare,California,
The Woodland Farmers Market at Woodland Healthcare,Woodland,Yolo,California,95695
The Woodland Farmers Market,Woodland ,Yolo,California,95695
Kaiser Medical Center Woodland Hills,Woodland hills,Los Angeles,California,91367
Woodland Park Farmers Market,Woodland park ,Teller,Colorado,80863
Woodland Park Winter Market,Woodland park ,Teller,Colorado,80863
CMS Farmers Market,Woodlawn,Baltimore,Maryland,21244
South Street Barn Market,Woodstock,Shenandoah,Virginia,22664
Woodstock Farm Fresh Market ,Woodstock,Cherokee,Georgia,30188
Woodstock Winter Farmers Market,Woodstock,McHenry,Illinois,60098
Woodstock Market on the Green,Woodstock,Windsor,Vermont,5091
Woodstock Farm Festival,Woodstock,Ulster,New York,12498
Woodstock Summer Farmers Market,Woodstock,McHenry,Illinois,60098
Woodstock Farmers' Market,Woodstock,Shenandoah,Virginia,22664
Mt. Tom Farmers' Market,Woodstock,Windsor,Vermont,5091
Woodward Farmers' Market Association,Woodward,Woodward,Oklahoma,73801
Woonsocket Farmers Market,Woonsocket,Providence,Rhode Island,2895
"Main Street Wooste, Inc.",Wooster,Wayne,Ohio,44691
Wooster Downtown Farmers Market,Wooster,Wayne,Ohio,44691
Wayne County Arts & Crafts Guild,Wooster,Wayne,Ohio,44691
REC Mobile Farmers Market - Elm Park Towers,Worcester,Worcester,Massachusetts,1610
REC Mobile Farmers Market - Seabury Heights Apartments,Worcester,Worcester,Massachusetts,1604
Canal District Farmers Market ,Worcester,Worcester,Massachusetts,1604
Worcester Northeast Side Farmers Market,Worcester,Worcester,Massachusetts,1606
REC Mobile Farmers Market - Seven Hills Foundation,Worcester,Worcester,Massachusetts,1603
Black Seed Farmers Market,Worcester,Worcester,Massachusetts,1606
"REC Mobile Farmers Market - Out to Lunch Concert Series, City Hall Common",Worcester,Worcester,Massachusetts,1608
Worcester/UMass Medical,Worcester,Worcester,Massachusetts,1608
Worcester/Main South,Worcester,Worcester,Massachusetts,1613
REC Mobile Farmers Market - Lincoln Park Towers ,Worcester,Worcester,Massachusetts,1610
REC Mobile Farmers Market - Edward M. Kennedy Community Health,Worcester,Worcester,Massachusetts,1610
REC Mobile Farmers Market - Coe's Pond Village,Worcester,Worcester,Massachusetts,1602
REC Mobile Farmers Market - YWCA of Central MA,Worcester,Worcester,Massachusetts,1608
REC Mobile Farmers Market - Webster Square Towers,Worcester,Worcester,Massachusetts,1603
REC Mobile Farmers Market - Lincoln Village,Worcester,Worcester,Massachusetts,1605
REC Mobile Market - Colony Retirement Homes,Worcester,Worcester,Massachusetts,1605
Out to Lunch Farmers Market-Worcester Common,Worcester,Worcester,Massachusetts,1608
REC Mobile Farmers Market - Green Hill Towers,Worcester,Worcester,Massachusetts,1605
REC Mobile Farmers Market - WRTA Transit Hub,Worcester,Worcester,Massachusetts,1608
REC Mobile Farmers Market - Family Health Center of Worcester,Worcester,Worcester,Massachusetts,1610
REC Mobile Farmers Market - Plumley Village,Worcester,Worcester,Massachusetts,1608
REC Beaver Brook Park Market,Worcester ,Worcester,Massachusetts,
REC University Park Farm Stand,Worcester ,Worcester,Massachusetts,1610
REC Mobile Farmers Market - The Senior Center,Worcester ,Worcester,Massachusetts,1604
Washakie County Farmers Market Association,Worland,Washakie,Wyoming,82401
Worland - Ten Sleep Farmer's Market,Worland,Washakie,Wyoming,82401
Worthington Farmers Market,Worthington,Franklin,Ohio,43085
Warren County Farmers & Artisans Market,Wright city,Warren,Missouri,63390
United Communities Farmers Market ,Wrightstown,Burlington,New Jersey,
Wrightstown Farmers Market,Wrightstown,Bucks,Pennsylvania,18940
Wrightsville Beach Farmers' Market,Wrightsville beach,New Hanover,North Carolina,28480
Wrightwood Certified Farmers Market,Wrightwood,San Bernardino,California,92397
WSS Farmer's Market,Wss ,Greenbrier,West Virginia,24986
Shiloh Community Farmers' Market,Wyandanch ,Suffolk,New York,11798
Wyandotte Farmers Market,Wyandotte ,Wayne,Michigan,48192
Wymore Farmers Market,Wymore ,Gage,Nebraska,68466
Cross County Farmers Market,Wynne,Cross,Arkansas,72396
Wyoming Farmers Market,Wyoming,Chisago,Minnesota,55092
Metro Health Farm Market,Wyoming,Kent,Michigan,49519
Wytheville Farmers Market,Wytheville ,Wythe,Virginia,24368
Anderson Farm Market,Xenia,Greene,Ohio,45385
Xenia Station Farmers Market,Xenia,Greene,Ohio,45385
S.P. Mallow & Sons,Xenia,Greene,Ohio,45385
